processed_column,block,dtype,fill_fraction,model_input
feat_fp_1374,feat_,float64,0.835920177383592,True
feat_fp_1380,feat_,float64,0.835920177383592,True
feat_fp_1386,feat_,float64,0.835920177383592,True
feat_fp_1393,feat_,float64,0.835920177383592,True
feat_fp_1399,feat_,float64,0.835920177383592,True
feat_fp_1416,feat_,float64,0.835920177383592,True
feat_fp_1417,feat_,float64,0.835920177383592,True
feat_fp_1420,feat_,float64,0.835920177383592,True
feat_fp_1422,feat_,float64,0.835920177383592,True
feat_fp_1427,feat_,float64,0.835920177383592,True
feat_fp_1430,feat_,float64,0.835920177383592,True
feat_fp_1432,feat_,float64,0.835920177383592,True
feat_fp_1433,feat_,float64,0.835920177383592,True
feat_fp_1435,feat_,float64,0.835920177383592,True
feat_fp_1436,feat_,float64,0.835920177383592,True
feat_fp_1441,feat_,float64,0.835920177383592,True
feat_fp_1444,feat_,float64,0.835920177383592,True
feat_fp_1452,feat_,float64,0.835920177383592,True
feat_fp_1454,feat_,float64,0.835920177383592,True
feat_fp_1476,feat_,float64,0.835920177383592,True
feat_fp_1480,feat_,float64,0.835920177383592,True
feat_fp_1482,feat_,float64,0.835920177383592,True
feat_fp_1486,feat_,float64,0.835920177383592,True
feat_fp_1489,feat_,float64,0.835920177383592,True
feat_fp_1517,feat_,float64,0.835920177383592,True
feat_fp_1530,feat_,float64,0.835920177383592,True
feat_fp_1539,feat_,float64,0.835920177383592,True
feat_fp_1544,feat_,float64,0.835920177383592,True
feat_fp_1552,feat_,float64,0.835920177383592,True
feat_fp_1564,feat_,float64,0.835920177383592,True
feat_fp_1573,feat_,float64,0.835920177383592,True
feat_fp_1581,feat_,float64,0.835920177383592,True
feat_fp_1583,feat_,float64,0.835920177383592,True
feat_fp_1602,feat_,float64,0.835920177383592,True
feat_fp_1603,feat_,float64,0.835920177383592,True
feat_fp_1610,feat_,float64,0.835920177383592,True
feat_fp_1617,feat_,float64,0.835920177383592,True
feat_fp_1619,feat_,float64,0.835920177383592,True
feat_fp_1624,feat_,float64,0.835920177383592,True
feat_fp_1653,feat_,float64,0.835920177383592,True
feat_fp_1668,feat_,float64,0.835920177383592,True
feat_fp_1669,feat_,float64,0.835920177383592,True
feat_fp_1670,feat_,float64,0.835920177383592,True
feat_fp_1683,feat_,float64,0.835920177383592,True
feat_fp_1698,feat_,float64,0.835920177383592,True
feat_fp_1710,feat_,float64,0.835920177383592,True
feat_fp_1712,feat_,float64,0.835920177383592,True
feat_fp_1713,feat_,float64,0.835920177383592,True
feat_fp_1714,feat_,float64,0.835920177383592,True
feat_fp_1716,feat_,float64,0.835920177383592,True
feat_fp_1719,feat_,float64,0.835920177383592,True
feat_fp_1722,feat_,float64,0.835920177383592,True
feat_fp_1724,feat_,float64,0.835920177383592,True
feat_fp_1734,feat_,float64,0.835920177383592,True
feat_fp_1741,feat_,float64,0.835920177383592,True
feat_fp_1742,feat_,float64,0.835920177383592,True
feat_fp_1750,feat_,float64,0.835920177383592,True
feat_fp_1752,feat_,float64,0.835920177383592,True
feat_fp_1754,feat_,float64,0.835920177383592,True
feat_fp_1755,feat_,float64,0.835920177383592,True
feat_fp_1757,feat_,float64,0.835920177383592,True
feat_fp_1758,feat_,float64,0.835920177383592,True
feat_fp_1760,feat_,float64,0.835920177383592,True
feat_fp_1761,feat_,float64,0.835920177383592,True
feat_fp_1765,feat_,float64,0.835920177383592,True
feat_fp_1780,feat_,float64,0.835920177383592,True
feat_fp_1791,feat_,float64,0.835920177383592,True
feat_fp_1810,feat_,float64,0.835920177383592,True
feat_fp_1824,feat_,float64,0.835920177383592,True
feat_fp_1840,feat_,float64,0.835920177383592,True
feat_fp_1860,feat_,float64,0.835920177383592,True
feat_fp_1864,feat_,float64,0.835920177383592,True
feat_fp_1866,feat_,float64,0.835920177383592,True
feat_fp_1871,feat_,float64,0.835920177383592,True
feat_fp_1873,feat_,float64,0.835920177383592,True
feat_fp_1876,feat_,float64,0.835920177383592,True
feat_fp_1903,feat_,float64,0.835920177383592,True
feat_fp_1911,feat_,float64,0.835920177383592,True
feat_fp_1917,feat_,float64,0.835920177383592,True
feat_fp_1922,feat_,float64,0.835920177383592,True
feat_fp_1925,feat_,float64,0.835920177383592,True
feat_fp_1951,feat_,float64,0.835920177383592,True
feat_fp_1954,feat_,float64,0.835920177383592,True
feat_fp_1960,feat_,float64,0.835920177383592,True
feat_fp_1961,feat_,float64,0.835920177383592,True
feat_fp_1968,feat_,float64,0.835920177383592,True
feat_fp_1990,feat_,float64,0.835920177383592,True
feat_fp_1997,feat_,float64,0.835920177383592,True
feat_fp_1998,feat_,float64,0.835920177383592,True
feat_fp_2017,feat_,float64,0.835920177383592,True
feat_fp_2018,feat_,float64,0.835920177383592,True
feat_fp_2022,feat_,float64,0.835920177383592,True
feat_fp_2038,feat_,float64,0.835920177383592,True
feat_fp_2039,feat_,float64,0.835920177383592,True
feat_fp_2043,feat_,float64,0.835920177383592,True
