permutation,is_identity,assignment,macro_f1,mcc,inactive_pr_auc,roc_auc
608,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP195;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP782,0.2173913043478261,-0.5640760748177664,0.2942460317460317,0.05194805194805194
609,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP195;LNP782<-LNP782;LNP854<-LNP194;LNP858<-LNP854,0.39799331103678937,-0.2014557410063451,0.4345238095238095,0.4415584415584415
610,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP195;LNP782<-LNP782;LNP854<-LNP854;LNP858<-LNP194,0.5183946488294314,0.040291148201268875,0.6595238095238094,0.7142857142857142
611,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP782,0.39799331103678937,-0.2014557410063451,0.37460317460317455,0.22727272727272718
612,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP782;LNP858<-LNP194,0.5183946488294314,0.040291148201268875,0.5773809523809523,0.5389610389610389
613,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP194;LNP854<-LNP195;LNP858<-LNP854,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
614,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP194;LNP854<-LNP854;LNP858<-LNP195,0.1,-0.7977240352174653,0.28869047619047616,0.03246753246753248
615,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP195;LNP854<-LNP194;LNP858<-LNP854,0.7187500000000002,0.45584230583855184,0.49404761904761907,0.5584415584415585
616,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP195;LNP854<-LNP854;LNP858<-LNP194,0.39799331103678937,-0.2014557410063451,0.40674603174603174,0.4025974025974026
617,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP194;LNP858<-LNP195,0.26875000000000004,-0.45584230583855206,0.369047619047619,0.2077922077922078
618,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP195;LNP858<-LNP194,0.21981424148606815,-0.523784926616497,0.5214285714285714,0.3636363636363636
619,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP195;LNP858<-LNP782,0.43750000000000006,-0.11396057645963795,0.38988095238095244,0.3636363636363636
620,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP194;LNP854<-LNP782;LNP858<-LNP195,0.1,-0.7977240352174653,0.31031746031746027,0.11038961038961038
621,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP194;LNP858<-LNP782,0.7187500000000002,0.45584230583855184,0.5158730158730159,0.577922077922078
622,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP195;LNP854<-LNP782;LNP858<-LNP194,0.5785953177257526,0.16116459280507595,0.4603174603174603,0.461038961038961
623,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP194;LNP858<-LNP195,0.39799331103678937,-0.2014557410063451,0.4261904761904762,0.42207792207792205
624,False,LNP193<-LNP858;LNP194<-LNP193;LNP195<-LNP854;LNP782<-LNP782;LNP854<-LNP195;LNP858<-LNP194,0.3812500000000001,-0.22792115291927598,0.5940476190476189,0.5974025974025974
625,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP782;LNP858<-LNP854,0.8875000000000002,0.7977240352174658,0.6785714285714286,0.8506493506493507
626,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP195;LNP854<-LNP854;LNP858<-LNP782,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
627,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP195;LNP858<-LNP854,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
628,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP782;LNP854<-LNP854;LNP858<-LNP195,0.21739130434782608,-0.5640760748177661,0.2942460317460317,0.05194805194805194
629,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP195;LNP858<-LNP782,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
630,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP193;LNP782<-LNP854;LNP854<-LNP782;LNP858<-LNP195,0.1,-0.7977240352174653,0.2942460317460317,0.05194805194805194
631,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP193;LNP854<-LNP782;LNP858<-LNP854,0.21739130434782608,-0.5640760748177661,0.3148809523809524,0.12987012987012989
632,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP782,0.21739130434782608,-0.5640760748177661,0.2942460317460317,0.05194805194805194
633,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP782;LNP854<-LNP193;LNP858<-LNP854,0.21739130434782608,-0.5640760748177661,0.3214285714285714,0.18831168831168832
634,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP782;LNP854<-LNP854;LNP858<-LNP193,0.21739130434782608,-0.5640760748177661,0.29761904761904756,0.09090909090909091
635,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP782,0.21739130434782608,-0.5640760748177661,0.2942460317460317,0.05194805194805194
636,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP195;LNP782<-LNP854;LNP854<-LNP782;LNP858<-LNP193,0.21739130434782608,-0.5640760748177661,0.3148809523809524,0.12987012987012989
637,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP193;LNP854<-LNP195;LNP858<-LNP854,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
638,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP193;LNP854<-LNP854;LNP858<-LNP195,0.1,-0.7977240352174653,0.28869047619047616,0.03246753246753248
639,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP195;LNP854<-LNP193;LNP858<-LNP854,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
640,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP195;LNP854<-LNP854;LNP858<-LNP193,0.8875000000000002,0.7977240352174658,0.7738095238095237,0.8896103896103897
641,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP193;LNP858<-LNP195,0.1,-0.7977240352174653,0.28869047619047616,0.03246753246753248
642,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP782;LNP782<-LNP854;LNP854<-LNP195;LNP858<-LNP193,0.3812500000000001,-0.22792115291927598,0.37896825396825395,0.3441558441558441
643,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP195;LNP858<-LNP782,0.43750000000000006,-0.11396057645963795,0.38988095238095244,0.3636363636363636
644,False,LNP193<-LNP858;LNP194<-LNP194;LNP195<-LNP854;LNP782<-LNP193;LNP854<-LNP782;LNP858<-LNP195,0.1,-0.7977240352174653,0.31031746031746027,0.11038961038961038
