seed,weighting,metric,baseline,baseline_plus_md,delta_md_minus_baseline
2096,row_weighted,pr_auc_inactive,0.6168890633176347,0.7745421245421246,0.15765306122448985
2096,row_weighted,balanced_accuracy,0.5357142857142857,0.7738095238095238,0.23809523809523814
2096,row_weighted,macro_f1,0.5357142857142857,0.7692307692307693,0.23351648351648358
2096,row_weighted,mcc,0.07142857142857142,0.5476190476190477,0.4761904761904763
2097,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2097,row_weighted,pr_auc_active,0.486975986975987,0.545970695970696,0.058994708994709044
2097,row_weighted,pr_auc_inactive,0.6205738705738706,0.6793040293040293,0.058730158730158744
2097,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2097,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2097,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2098,row_weighted,roc_auc,0.5238095238095238,0.5952380952380953,0.07142857142857151
2098,row_weighted,pr_auc_active,0.5036426536426536,0.545970695970696,0.04232804232804244
2098,row_weighted,pr_auc_inactive,0.6304945054945055,0.6793040293040293,0.04880952380952386
2098,row_weighted,balanced_accuracy,0.6190476190476191,0.6309523809523809,0.011904761904761862
2098,row_weighted,macro_f1,0.6153846153846154,0.606060606060606,-0.009324009324009452
2098,row_weighted,mcc,0.23809523809523808,0.2828894749305018,0.044794236835263734
2099,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2099,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2099,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2099,row_weighted,balanced_accuracy,0.45238095238095233,0.6309523809523809,0.1785714285714286
2099,row_weighted,macro_f1,0.4484848484848485,0.606060606060606,0.15757575757575748
2099,row_weighted,mcc,-0.09759000729485333,0.2828894749305018,0.38047948222535516
2100,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2100,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2100,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2100,row_weighted,balanced_accuracy,0.4642857142857143,0.7023809523809523,0.23809523809523803
2100,row_weighted,macro_f1,0.46153846153846156,0.6904761904761905,0.2289377289377289
2100,row_weighted,mcc,-0.07142857142857142,0.4147575310031266,0.486186102431698
2101,row_weighted,roc_auc,0.5476190476190477,0.6428571428571429,0.09523809523809523
2101,row_weighted,pr_auc_active,0.5009620009620009,0.55995670995671,0.058994708994709044
2101,row_weighted,pr_auc_inactive,0.7158119658119657,0.7745421245421246,0.058730158730158855
2101,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2101,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2101,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2102,row_weighted,roc_auc,0.5238095238095238,0.5952380952380953,0.07142857142857151
2102,row_weighted,pr_auc_active,0.5036426536426536,0.545970695970696,0.04232804232804244
2102,row_weighted,pr_auc_inactive,0.6304945054945055,0.6793040293040293,0.04880952380952386
2102,row_weighted,balanced_accuracy,0.6071428571428572,0.7023809523809523,0.09523809523809512
2102,row_weighted,macro_f1,0.606060606060606,0.6904761904761905,0.0844155844155845
2102,row_weighted,mcc,0.21957751641341997,0.4147575310031266,0.19518001458970666
2103,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2103,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2103,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2103,row_weighted,balanced_accuracy,0.5357142857142857,0.7023809523809523,0.16666666666666663
2103,row_weighted,macro_f1,0.5357142857142857,0.6904761904761905,0.15476190476190477
2103,row_weighted,mcc,0.07142857142857142,0.4147575310031266,0.3433289595745552
2104,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2104,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2104,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2104,row_weighted,balanced_accuracy,0.45238095238095233,0.6309523809523809,0.1785714285714286
2104,row_weighted,macro_f1,0.4484848484848485,0.606060606060606,0.15757575757575748
2104,row_weighted,mcc,-0.09759000729485333,0.2828894749305018,0.38047948222535516
2105,row_weighted,roc_auc,0.5476190476190477,0.5952380952380953,0.04761904761904767
2105,row_weighted,pr_auc_active,0.5195156695156695,0.545970695970696,0.02645502645502651
2105,row_weighted,pr_auc_inactive,0.6432496075353218,0.6793040293040293,0.036054421768707545
2105,row_weighted,balanced_accuracy,0.6190476190476191,0.6309523809523809,0.011904761904761862
2105,row_weighted,macro_f1,0.6153846153846154,0.606060606060606,-0.009324009324009452
2105,row_weighted,mcc,0.23809523809523808,0.2828894749305018,0.044794236835263734
2106,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2106,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2106,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2106,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2106,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2106,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2107,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2107,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2107,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2107,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2107,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2107,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2108,row_weighted,roc_auc,0.5238095238095238,0.5952380952380953,0.07142857142857151
2108,row_weighted,pr_auc_active,0.4890572390572391,0.545970695970696,0.05691345691345695
2108,row_weighted,pr_auc_inactive,0.7022065236350951,0.6793040293040293,-0.022902494331065726
2108,row_weighted,balanced_accuracy,0.5357142857142857,0.7023809523809523,0.16666666666666663
2108,row_weighted,macro_f1,0.5357142857142857,0.6904761904761905,0.15476190476190477
2108,row_weighted,mcc,0.07142857142857142,0.4147575310031266,0.3433289595745552
2109,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2109,row_weighted,pr_auc_active,0.486975986975987,0.545970695970696,0.058994708994709044
2109,row_weighted,pr_auc_inactive,0.6205738705738706,0.6793040293040293,0.058730158730158744
2109,row_weighted,balanced_accuracy,0.45238095238095233,0.6309523809523809,0.1785714285714286
2109,row_weighted,macro_f1,0.4484848484848485,0.606060606060606,0.15757575757575748
2109,row_weighted,mcc,-0.09759000729485333,0.2828894749305018,0.38047948222535516
2110,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2110,row_weighted,pr_auc_active,0.48247863247863243,0.545970695970696,0.0634920634920636
2110,row_weighted,pr_auc_inactive,0.5954604918890634,0.6793040293040293,0.08384353741496597
2110,row_weighted,balanced_accuracy,0.6071428571428572,0.6309523809523809,0.023809523809523725
2110,row_weighted,macro_f1,0.606060606060606,0.606060606060606,0.0
2110,row_weighted,mcc,0.21957751641341997,0.2828894749305018,0.06331195851708185
2111,row_weighted,roc_auc,0.42857142857142855,0.5952380952380953,0.1666666666666668
2111,row_weighted,pr_auc_active,0.4565527065527065,0.545970695970696,0.08941798941798951
2111,row_weighted,pr_auc_inactive,0.5712541426827141,0.6793040293040293,0.1080498866213152
2111,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2111,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2111,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2112,row_weighted,roc_auc,0.5238095238095238,0.6428571428571429,0.11904761904761907
2112,row_weighted,pr_auc_active,0.5036426536426536,0.55995670995671,0.05631405631405639
2112,row_weighted,pr_auc_inactive,0.6304945054945055,0.7745421245421246,0.1440476190476191
2112,row_weighted,balanced_accuracy,0.6071428571428572,0.6309523809523809,0.023809523809523725
2112,row_weighted,macro_f1,0.606060606060606,0.606060606060606,0.0
2112,row_weighted,mcc,0.21957751641341997,0.2828894749305018,0.06331195851708185
2113,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2113,row_weighted,pr_auc_active,0.48247863247863243,0.55995670995671,0.07747807747807756
2113,row_weighted,pr_auc_inactive,0.5954604918890634,0.7745421245421246,0.1790816326530612
2113,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2113,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2113,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2114,row_weighted,roc_auc,0.5476190476190477,0.6428571428571429,0.09523809523809523
2114,row_weighted,pr_auc_active,0.5057239057239057,0.55995670995671,0.0542328042328043
2114,row_weighted,pr_auc_inactive,0.71212715855573,0.7745421245421246,0.06241496598639451
2114,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2114,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2114,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2115,row_weighted,roc_auc,0.5476190476190477,0.5952380952380953,0.04761904761904767
2115,row_weighted,pr_auc_active,0.5195156695156695,0.545970695970696,0.02645502645502651
2115,row_weighted,pr_auc_inactive,0.6432496075353218,0.6793040293040293,0.036054421768707545
2115,row_weighted,balanced_accuracy,0.6190476190476191,0.6309523809523809,0.011904761904761862
2115,row_weighted,macro_f1,0.6153846153846154,0.606060606060606,-0.009324009324009452
2115,row_weighted,mcc,0.23809523809523808,0.2828894749305018,0.044794236835263734
2116,row_weighted,roc_auc,0.4523809523809524,0.6428571428571429,0.19047619047619052
2116,row_weighted,pr_auc_active,0.4658119658119658,0.55995670995671,0.09414474414474416
2116,row_weighted,pr_auc_inactive,0.5855398569684284,0.7745421245421246,0.1890022675736962
2116,row_weighted,balanced_accuracy,0.45238095238095233,0.7023809523809523,0.25
2116,row_weighted,macro_f1,0.4484848484848485,0.6904761904761905,0.24199134199134198
2116,row_weighted,mcc,-0.09759000729485333,0.4147575310031266,0.51234753829798
2117,row_weighted,roc_auc,0.5476190476190477,0.5952380952380953,0.04761904761904767
2117,row_weighted,pr_auc_active,0.5195156695156695,0.545970695970696,0.02645502645502651
2117,row_weighted,pr_auc_inactive,0.6432496075353218,0.6793040293040293,0.036054421768707545
2117,row_weighted,balanced_accuracy,0.6190476190476191,0.6309523809523809,0.011904761904761862
2117,row_weighted,macro_f1,0.6153846153846154,0.606060606060606,-0.009324009324009452
2117,row_weighted,mcc,0.23809523809523808,0.2828894749305018,0.044794236835263734
2118,row_weighted,roc_auc,0.5,0.6428571428571429,0.1428571428571429
2118,row_weighted,pr_auc_active,0.486975986975987,0.55995670995671,0.072980722980723
2118,row_weighted,pr_auc_inactive,0.6205738705738706,0.7745421245421246,0.15396825396825398
2118,row_weighted,balanced_accuracy,0.6190476190476191,0.7023809523809523,0.08333333333333326
2118,row_weighted,macro_f1,0.6153846153846154,0.6904761904761905,0.07509157509157505
2118,row_weighted,mcc,0.23809523809523808,0.4147575310031266,0.17666229290788854
2119,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2119,row_weighted,pr_auc_active,0.4797979797979798,0.545970695970696,0.06617271617271625
2119,row_weighted,pr_auc_inactive,0.6807779522065236,0.6793040293040293,-0.0014739229024942624
2119,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2119,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2119,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2120,row_weighted,roc_auc,0.5238095238095238,0.6428571428571429,0.11904761904761907
2120,row_weighted,pr_auc_active,0.5036426536426536,0.55995670995671,0.05631405631405639
2120,row_weighted,pr_auc_inactive,0.6304945054945055,0.7745421245421246,0.1440476190476191
2120,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2120,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2120,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2121,row_weighted,roc_auc,0.5476190476190477,0.6428571428571429,0.09523809523809523
2121,row_weighted,pr_auc_active,0.5057239057239057,0.55995670995671,0.0542328042328043
2121,row_weighted,pr_auc_inactive,0.71212715855573,0.7745421245421246,0.06241496598639451
2121,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2121,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2121,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2122,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2122,row_weighted,pr_auc_active,0.48247863247863243,0.545970695970696,0.0634920634920636
2122,row_weighted,pr_auc_inactive,0.5954604918890634,0.6793040293040293,0.08384353741496597
2122,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2122,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2122,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2123,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2123,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2123,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2123,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2123,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2123,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2124,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2124,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2124,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2124,row_weighted,balanced_accuracy,0.45238095238095233,0.6309523809523809,0.1785714285714286
2124,row_weighted,macro_f1,0.4484848484848485,0.606060606060606,0.15757575757575748
2124,row_weighted,mcc,-0.09759000729485333,0.2828894749305018,0.38047948222535516
2125,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2125,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2125,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2125,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2125,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2125,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2126,row_weighted,roc_auc,0.5,0.6428571428571429,0.1428571428571429
2126,row_weighted,pr_auc_active,0.49173789173789173,0.55995670995671,0.06821881821881826
2126,row_weighted,pr_auc_inactive,0.6168890633176347,0.7745421245421246,0.15765306122448985
2126,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2126,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2126,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2127,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2127,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2127,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2127,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2127,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2127,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2128,row_weighted,roc_auc,0.5238095238095238,0.5952380952380953,0.07142857142857151
2128,row_weighted,pr_auc_active,0.4890572390572391,0.545970695970696,0.05691345691345695
2128,row_weighted,pr_auc_inactive,0.7022065236350951,0.6793040293040293,-0.022902494331065726
2128,row_weighted,balanced_accuracy,0.5357142857142857,0.7738095238095238,0.23809523809523814
2128,row_weighted,macro_f1,0.5357142857142857,0.7692307692307693,0.23351648351648358
2128,row_weighted,mcc,0.07142857142857142,0.5476190476190477,0.4761904761904763
2129,row_weighted,roc_auc,0.5,0.6428571428571429,0.1428571428571429
2129,row_weighted,pr_auc_active,0.49173789173789173,0.55995670995671,0.06821881821881826
2129,row_weighted,pr_auc_inactive,0.6168890633176347,0.7745421245421246,0.15765306122448985
2129,row_weighted,balanced_accuracy,0.5357142857142857,0.7023809523809523,0.16666666666666663
2129,row_weighted,macro_f1,0.5357142857142857,0.6904761904761905,0.15476190476190477
2129,row_weighted,mcc,0.07142857142857142,0.4147575310031266,0.3433289595745552
2130,row_weighted,roc_auc,0.5238095238095238,0.6428571428571429,0.11904761904761907
2130,row_weighted,pr_auc_active,0.5036426536426536,0.55995670995671,0.05631405631405639
2130,row_weighted,pr_auc_inactive,0.6304945054945055,0.7745421245421246,0.1440476190476191
2130,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2130,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2130,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2131,row_weighted,roc_auc,0.4285714285714286,0.6428571428571429,0.2142857142857143
2131,row_weighted,pr_auc_active,0.45390720390720396,0.55995670995671,0.10604950604950603
2131,row_weighted,pr_auc_inactive,0.5753357753357753,0.7745421245421246,0.19920634920634928
2131,row_weighted,balanced_accuracy,0.38095238095238093,0.7738095238095238,0.3928571428571429
2131,row_weighted,macro_f1,0.38095238095238093,0.7692307692307693,0.38827838827838834
2131,row_weighted,mcc,-0.23809523809523808,0.5476190476190477,0.7857142857142858
2132,row_weighted,roc_auc,0.4523809523809524,0.6428571428571429,0.19047619047619052
2132,row_weighted,pr_auc_active,0.4658119658119658,0.55995670995671,0.09414474414474416
2132,row_weighted,pr_auc_inactive,0.5855398569684284,0.7745421245421246,0.1890022675736962
2132,row_weighted,balanced_accuracy,0.5357142857142857,0.7738095238095238,0.23809523809523814
2132,row_weighted,macro_f1,0.5357142857142857,0.7692307692307693,0.23351648351648358
2132,row_weighted,mcc,0.07142857142857142,0.5476190476190477,0.4761904761904763
2133,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2133,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2133,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2133,row_weighted,balanced_accuracy,0.4642857142857143,0.6309523809523809,0.16666666666666663
2133,row_weighted,macro_f1,0.46153846153846156,0.606060606060606,0.1445221445221444
2133,row_weighted,mcc,-0.07142857142857142,0.2828894749305018,0.35431804635907327
2134,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2134,row_weighted,pr_auc_active,0.486975986975987,0.545970695970696,0.058994708994709044
2134,row_weighted,pr_auc_inactive,0.6205738705738706,0.6793040293040293,0.058730158730158744
2134,row_weighted,balanced_accuracy,0.5357142857142857,0.7023809523809523,0.16666666666666663
2134,row_weighted,macro_f1,0.5357142857142857,0.6904761904761905,0.15476190476190477
2134,row_weighted,mcc,0.07142857142857142,0.4147575310031266,0.3433289595745552
2135,row_weighted,roc_auc,0.5,0.6428571428571429,0.1428571428571429
2135,row_weighted,pr_auc_active,0.486975986975987,0.55995670995671,0.072980722980723
2135,row_weighted,pr_auc_inactive,0.6205738705738706,0.7745421245421246,0.15396825396825398
2135,row_weighted,balanced_accuracy,0.45238095238095233,0.7023809523809523,0.25
2135,row_weighted,macro_f1,0.4484848484848485,0.6904761904761905,0.24199134199134198
2135,row_weighted,mcc,-0.09759000729485333,0.4147575310031266,0.51234753829798
2136,row_weighted,roc_auc,0.4761904761904762,0.6428571428571429,0.16666666666666669
2136,row_weighted,pr_auc_active,0.475071225071225,0.55995670995671,0.08488548488548497
2136,row_weighted,pr_auc_inactive,0.6069684283969998,0.7745421245421246,0.16757369614512474
2136,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2136,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2136,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2137,row_weighted,roc_auc,0.45238095238095244,0.6428571428571429,0.19047619047619047
2137,row_weighted,pr_auc_active,0.46316646316646315,0.55995670995671,0.09679024679024684
2137,row_weighted,pr_auc_inactive,0.5967643467643468,0.7745421245421246,0.1777777777777778
2137,row_weighted,balanced_accuracy,0.4642857142857143,0.7023809523809523,0.23809523809523803
2137,row_weighted,macro_f1,0.46153846153846156,0.6904761904761905,0.2289377289377289
2137,row_weighted,mcc,-0.07142857142857142,0.4147575310031266,0.486186102431698
2138,row_weighted,roc_auc,0.4523809523809524,0.6428571428571429,0.19047619047619052
2138,row_weighted,pr_auc_active,0.4658119658119658,0.55995670995671,0.09414474414474416
2138,row_weighted,pr_auc_inactive,0.5855398569684284,0.7745421245421246,0.1890022675736962
2138,row_weighted,balanced_accuracy,0.45238095238095233,0.7023809523809523,0.25
2138,row_weighted,macro_f1,0.4484848484848485,0.6904761904761905,0.24199134199134198
2138,row_weighted,mcc,-0.09759000729485333,0.4147575310031266,0.51234753829798
2139,row_weighted,roc_auc,0.5476190476190477,0.6428571428571429,0.09523809523809523
2139,row_weighted,pr_auc_active,0.5009620009620009,0.55995670995671,0.058994708994709044
2139,row_weighted,pr_auc_inactive,0.7158119658119657,0.7745421245421246,0.058730158730158855
2139,row_weighted,balanced_accuracy,0.5238095238095238,0.6309523809523809,0.1071428571428571
2139,row_weighted,macro_f1,0.5125,0.606060606060606,0.09356060606060601
2139,row_weighted,mcc,0.05143444998736397,0.2828894749305018,0.23145502494313785
2140,row_weighted,roc_auc,0.5238095238095238,0.5952380952380953,0.07142857142857151
2140,row_weighted,pr_auc_active,0.5036426536426536,0.545970695970696,0.04232804232804244
2140,row_weighted,pr_auc_inactive,0.6304945054945055,0.6793040293040293,0.04880952380952386
2140,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2140,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2140,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2141,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2141,row_weighted,pr_auc_active,0.49173789173789173,0.545970695970696,0.0542328042328043
2141,row_weighted,pr_auc_inactive,0.6168890633176347,0.6793040293040293,0.06241496598639462
2141,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2141,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2141,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2142,row_weighted,roc_auc,0.4285714285714286,0.5952380952380953,0.16666666666666674
2142,row_weighted,pr_auc_active,0.45390720390720396,0.545970695970696,0.09206349206349207
2142,row_weighted,pr_auc_inactive,0.5753357753357753,0.6793040293040293,0.10396825396825404
2142,row_weighted,balanced_accuracy,0.45238095238095233,0.6309523809523809,0.1785714285714286
2142,row_weighted,macro_f1,0.4484848484848485,0.606060606060606,0.15757575757575748
2142,row_weighted,mcc,-0.09759000729485333,0.2828894749305018,0.38047948222535516
2143,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2143,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2143,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2143,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2143,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2143,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2144,row_weighted,roc_auc,0.5476190476190477,0.5952380952380953,0.04761904761904767
2144,row_weighted,pr_auc_active,0.5195156695156695,0.545970695970696,0.02645502645502651
2144,row_weighted,pr_auc_inactive,0.6432496075353218,0.6793040293040293,0.036054421768707545
2144,row_weighted,balanced_accuracy,0.6190476190476191,0.7023809523809523,0.08333333333333326
2144,row_weighted,macro_f1,0.6153846153846154,0.6904761904761905,0.07509157509157505
2144,row_weighted,mcc,0.23809523809523808,0.4147575310031266,0.17666229290788854
2145,row_weighted,roc_auc,0.5,0.6428571428571429,0.1428571428571429
2145,row_weighted,pr_auc_active,0.49173789173789173,0.55995670995671,0.06821881821881826
2145,row_weighted,pr_auc_inactive,0.6168890633176347,0.7745421245421246,0.15765306122448985
2145,row_weighted,balanced_accuracy,0.4642857142857143,0.6309523809523809,0.16666666666666663
2145,row_weighted,macro_f1,0.46153846153846156,0.606060606060606,0.1445221445221444
2145,row_weighted,mcc,-0.07142857142857142,0.2828894749305018,0.35431804635907327
2146,row_weighted,roc_auc,0.4761904761904762,0.5952380952380953,0.11904761904761912
2146,row_weighted,pr_auc_active,0.475071225071225,0.545970695970696,0.07089947089947102
2146,row_weighted,pr_auc_inactive,0.6069684283969998,0.6793040293040293,0.07233560090702951
2146,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2146,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2146,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2147,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2147,row_weighted,pr_auc_active,0.49173789173789173,0.545970695970696,0.0542328042328043
2147,row_weighted,pr_auc_inactive,0.6168890633176347,0.6793040293040293,0.06241496598639462
2147,row_weighted,balanced_accuracy,0.6071428571428572,0.6309523809523809,0.023809523809523725
2147,row_weighted,macro_f1,0.606060606060606,0.606060606060606,0.0
2147,row_weighted,mcc,0.21957751641341997,0.2828894749305018,0.06331195851708185
2148,row_weighted,roc_auc,0.4523809523809524,0.6428571428571429,0.19047619047619052
2148,row_weighted,pr_auc_active,0.4658119658119658,0.55995670995671,0.09414474414474416
2148,row_weighted,pr_auc_inactive,0.5855398569684284,0.7745421245421246,0.1890022675736962
2148,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2148,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2148,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2149,row_weighted,roc_auc,0.5,0.5952380952380953,0.09523809523809534
2149,row_weighted,pr_auc_active,0.49173789173789173,0.545970695970696,0.0542328042328043
2149,row_weighted,pr_auc_inactive,0.6168890633176347,0.6793040293040293,0.06241496598639462
2149,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2149,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2149,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
2150,row_weighted,roc_auc,0.5238095238095238,0.6428571428571429,0.11904761904761907
2150,row_weighted,pr_auc_active,0.5036426536426536,0.55995670995671,0.05631405631405639
2150,row_weighted,pr_auc_inactive,0.6304945054945055,0.7745421245421246,0.1440476190476191
2150,row_weighted,balanced_accuracy,0.5357142857142857,0.6309523809523809,0.09523809523809523
2150,row_weighted,macro_f1,0.5357142857142857,0.606060606060606,0.07034632034632027
2150,row_weighted,mcc,0.07142857142857142,0.2828894749305018,0.2114609035019304
