seed,model,weighting,roc_auc,pr_auc_active,pr_auc_inactive,balanced_accuracy,macro_f1,mcc
2004,baseline,row_weighted,0.5,0.486975986975987,0.6205738705738706,0.5357142857142857,0.5357142857142857,0.07142857142857142
2004,baseline,source_balanced,0.30194805194805185,0.5516819985569985,0.4345238095238095,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2004,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2004,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2005,baseline,row_weighted,0.5,0.486975986975987,0.6205738705738706,0.5357142857142857,0.5357142857142857,0.07142857142857142
2005,baseline,source_balanced,0.30194805194805185,0.5516819985569985,0.4345238095238095,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2005,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2005,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2006,baseline,row_weighted,0.5238095238095238,0.4890572390572391,0.7022065236350951,0.5357142857142857,0.5357142857142857,0.07142857142857142
2006,baseline,source_balanced,0.2987012987012986,0.5502931462553673,0.4724025974025974,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2006,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2006,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2007,baseline,row_weighted,0.5238095238095238,0.5036426536426536,0.6304945054945055,0.6071428571428572,0.606060606060606,0.21957751641341997
2007,baseline,source_balanced,0.3116883116883116,0.5550910894660894,0.4404761904761904,0.5194805194805194,0.5183946488294314,0.040291148201268875
2007,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2007,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2008,baseline,row_weighted,0.45238095238095244,0.46316646316646315,0.5967643467643468,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2008,baseline,source_balanced,0.28246753246753237,0.5455123061804096,0.41921768707482987,0.44805194805194803,0.4375,-0.11308055883843511
2008,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2008,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2009,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2009,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2009,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2009,baseline_plus_md,source_balanced,0.3409090909090909,0.5534271284271283,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2010,baseline,row_weighted,0.40476190476190477,0.45192307692307687,0.5379208093493808,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2010,baseline,source_balanced,0.26298701298701294,0.5409887047818083,0.3542053184910327,0.44805194805194803,0.4375,-0.11308055883843511
2010,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2010,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2011,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2011,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2011,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2011,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2012,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2012,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2012,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2012,baseline_plus_md,source_balanced,0.3474025974025974,0.5635026737967914,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2013,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2013,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2013,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2013,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2014,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2014,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2014,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2014,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2015,baseline,row_weighted,0.5238095238095238,0.5036426536426536,0.6304945054945055,0.5357142857142857,0.5357142857142857,0.07142857142857142
2015,baseline,source_balanced,0.3116883116883116,0.5550910894660894,0.4404761904761904,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2015,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2015,baseline_plus_md,source_balanced,0.3474025974025974,0.5635026737967914,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2016,baseline,row_weighted,0.5238095238095238,0.4890572390572391,0.7022065236350951,0.5357142857142857,0.5357142857142857,0.07142857142857142
2016,baseline,source_balanced,0.2987012987012986,0.5502931462553673,0.4724025974025974,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2016,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2016,baseline_plus_md,source_balanced,0.3409090909090909,0.5591089466089466,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2017,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2017,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2017,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2017,baseline_plus_md,source_balanced,0.3409090909090909,0.5591089466089466,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2018,baseline,row_weighted,0.4761904761904762,0.4777167277167277,0.599145299145299,0.6190476190476191,0.6153846153846154,0.23809523809523808
2018,baseline,source_balanced,0.29220779220779214,0.5489702216974944,0.4115646258503401,0.551948051948052,0.5418181818181819,0.1218289807746346
2018,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2018,baseline_plus_md,source_balanced,0.3409090909090909,0.5591089466089466,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2019,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2019,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.44805194805194803,0.4375,-0.11308055883843511
2019,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2019,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2020,baseline,row_weighted,0.5476190476190477,0.5195156695156695,0.6432496075353218,0.6904761904761905,0.6904761904761905,0.38095238095238093
2020,baseline,source_balanced,0.3214285714285714,0.5583378427128427,0.4503968253968253,0.5876623376623377,0.5847382431233363,0.19738550848793068
2020,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2020,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2021,baseline,row_weighted,0.5238095238095238,0.4890572390572391,0.7022065236350951,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2021,baseline,source_balanced,0.2987012987012986,0.5502931462553673,0.4724025974025974,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2021,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2021,baseline_plus_md,source_balanced,0.3409090909090909,0.5591089466089466,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2022,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2022,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2022,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2022,baseline_plus_md,source_balanced,0.3409090909090909,0.5591089466089466,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2023,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2023,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2023,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2023,baseline_plus_md,source_balanced,0.3474025974025974,0.5635026737967914,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2024,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2024,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2024,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2024,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2025,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2025,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2025,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2025,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2026,baseline,row_weighted,0.4523809523809524,0.4658119658119658,0.5855398569684284,0.5357142857142857,0.5357142857142857,0.07142857142857142
2026,baseline,source_balanced,0.2824675324675324,0.5459473824677586,0.4018243661100803,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2026,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2026,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2027,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2027,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2027,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2027,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2028,baseline,row_weighted,0.5476190476190477,0.5195156695156695,0.6432496075353218,0.6190476190476191,0.6153846153846154,0.23809523809523808
2028,baseline,source_balanced,0.3214285714285714,0.5583378427128427,0.4503968253968253,0.551948051948052,0.5418181818181819,0.1218289807746346
2028,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2028,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2029,baseline,row_weighted,0.5238095238095238,0.4890572390572391,0.7022065236350951,0.5357142857142857,0.5357142857142857,0.07142857142857142
2029,baseline,source_balanced,0.2987012987012986,0.5502931462553673,0.4724025974025974,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2029,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2029,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2030,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2030,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2030,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2030,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2031,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2031,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2031,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2031,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2032,baseline,row_weighted,0.5,0.486975986975987,0.6205738705738706,0.6190476190476191,0.6153846153846154,0.23809523809523808
2032,baseline,source_balanced,0.30194805194805185,0.5516819985569985,0.4345238095238095,0.551948051948052,0.5418181818181819,0.1218289807746346
2032,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2032,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2033,baseline,row_weighted,0.4523809523809524,0.4658119658119658,0.5855398569684284,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2033,baseline,source_balanced,0.2824675324675324,0.5459473824677586,0.4018243661100803,0.44805194805194803,0.4375,-0.11308055883843511
2033,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2033,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2034,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.6071428571428572,0.606060606060606,0.21957751641341997
2034,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.5194805194805194,0.5183946488294314,0.040291148201268875
2034,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2034,baseline_plus_md,source_balanced,0.3474025974025974,0.5635026737967914,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2035,baseline,row_weighted,0.4285714285714286,0.45390720390720396,0.5753357753357753,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2035,baseline,source_balanced,0.27272727272727265,0.5428005293209055,0.3962585034013605,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2035,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2035,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2036,baseline,row_weighted,0.5,0.486975986975987,0.6205738705738706,0.5357142857142857,0.5357142857142857,0.07142857142857142
2036,baseline,source_balanced,0.30194805194805185,0.5516819985569985,0.4345238095238095,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2036,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2036,baseline_plus_md,source_balanced,0.3474025974025974,0.5539247517188693,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2037,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2037,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2037,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2037,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2038,baseline,row_weighted,0.40476190476190477,0.45192307692307687,0.5379208093493808,0.5357142857142857,0.5357142857142857,0.07142857142857142
2038,baseline,source_balanced,0.26298701298701294,0.5408968774172536,0.3542053184910327,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2038,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2038,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2039,baseline,row_weighted,0.4285714285714286,0.45390720390720396,0.5753357753357753,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2039,baseline,source_balanced,0.27272727272727265,0.5428005293209055,0.3962585034013605,0.44805194805194803,0.4375,-0.11308055883843511
2039,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2039,baseline_plus_md,source_balanced,0.3474025974025974,0.5618792971734148,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2040,baseline,row_weighted,0.5476190476190477,0.5057239057239057,0.71212715855573,0.6071428571428572,0.606060606060606,0.21957751641341997
2040,baseline,source_balanced,0.30844155844155835,0.5537022371644582,0.4783549783549783,0.5194805194805194,0.5183946488294314,0.040291148201268875
2040,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2040,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2041,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.5357142857142857,0.5357142857142857,0.07142857142857142
2041,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2041,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2041,baseline_plus_md,source_balanced,0.3409090909090909,0.5534271284271283,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2042,baseline,row_weighted,0.4761904761904762,0.48247863247863243,0.5954604918890634,0.5357142857142857,0.5357142857142857,0.07142857142857142
2042,baseline,source_balanced,0.29220779220779214,0.5493564733768496,0.4077767470624613,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2042,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7023809523809523,0.6904761904761905,0.4147575310031266
2042,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.6201298701298701,0.6067527308838133,0.33868074965743356
2043,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.5357142857142857,0.5357142857142857,0.07142857142857142
2043,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2043,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.7738095238095238,0.7692307692307693,0.5476190476190477
2043,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.6558441558441559,0.6538461538461539,0.40771775315010056
2044,baseline,row_weighted,0.5,0.486975986975987,0.6205738705738706,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2044,baseline,source_balanced,0.30194805194805185,0.5516819985569985,0.4345238095238095,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2044,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2044,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2045,baseline,row_weighted,0.4523809523809524,0.4658119658119658,0.5855398569684284,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2045,baseline,source_balanced,0.2824675324675324,0.5459473824677586,0.4018243661100803,0.44805194805194803,0.4375,-0.11308055883843511
2045,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2045,baseline_plus_md,source_balanced,0.3409090909090909,0.5618686868686869,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2046,baseline,row_weighted,0.45238095238095244,0.46316646316646315,0.5967643467643468,0.45238095238095233,0.4484848484848485,-0.09759000729485333
2046,baseline,source_balanced,0.28246753246753237,0.5455123061804096,0.41921768707482987,0.41558441558441556,0.4155844155844156,-0.1688311688311691
2046,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.7023809523809523,0.6904761904761905,0.4147575310031266
2046,baseline_plus_md,source_balanced,0.3474025974025974,0.5607429335370512,0.5392857142857143,0.6201298701298701,0.6067527308838133,0.33868074965743356
2047,baseline,row_weighted,0.5714285714285714,0.5176286676286675,0.7257326007326007,0.5357142857142857,0.5357142857142857,0.07142857142857142
2047,baseline,source_balanced,0.3181818181818181,0.556725076394194,0.488095238095238,0.48376623376623373,0.4791489361702127,-0.03436040663720258
2047,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2047,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2048,baseline,row_weighted,0.5,0.49173789173789173,0.6168890633176347,0.6071428571428572,0.606060606060606,0.21957751641341997
2048,baseline,source_balanced,0.30194805194805185,0.5520682502363536,0.4307359307359307,0.5194805194805194,0.5183946488294314,0.040291148201268875
2048,baseline_plus_md,row_weighted,0.5952380952380953,0.545970695970696,0.6793040293040293,0.6309523809523809,0.606060606060606,0.2828894749305018
2048,baseline_plus_md,source_balanced,0.3409090909090909,0.5602453102453102,0.4916666666666666,0.5844155844155844,0.5555555555555556,0.26189246330824845
2049,baseline,row_weighted,0.4761904761904762,0.475071225071225,0.6069684283969998,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2049,baseline,source_balanced,0.29220779220779214,0.5486591593272627,0.4247835497835497,0.44805194805194803,0.4375,-0.11308055883843511
2049,baseline_plus_md,row_weighted,0.6428571428571429,0.55995670995671,0.7745421245421246,0.6309523809523809,0.606060606060606,0.2828894749305018
2049,baseline_plus_md,source_balanced,0.3474025974025974,0.5635026737967914,0.5392857142857143,0.5844155844155844,0.5555555555555556,0.26189246330824845
2050,baseline,row_weighted,0.4523809523809524,0.4658119658119658,0.5855398569684284,0.4642857142857143,0.46153846153846156,-0.07142857142857142
2050,baseline,source_balanced,0.2824675324675324,0.5459473824677586,0.4018243661100803,0.44805194805194803,0.4375,-0.11308055883843511
