md_source_lnp_id,mapped_rows,active,inactive,active_fraction,md_LNP_only_Rg_nm_mean_last100ns,md_LNP_core_Rg_nm_mean_last100ns,md_LNP_only_SASA_nm2_mean_last100ns,md_RNA_Rg_nm_mean_last100ns,md_LNP_RNA_Rg_nm_mean_last100ns,md_LNP_only_shape_anisotropy_kappa2_mean_last100ns,md_LNP_only_compactness_inv_Rg_1_per_nm_mean_last100ns,md_RNA_LNP_COM_distance_nm_mean_last100ns,md_RNA_LNP_mindist_nm_mean_last100ns,md_RNA_LNP_contacts_0p6nm_mean_last100ns,md_RNA_buried_fraction_contact_based_mean_last100ns,md_water_inside_LNP_core_RgSphere_count_fraction_of_total_water_mean_last100ns
LNP193,1,1,0,1.0,-0.8148995284085715,-0.7138415675982852,0.050384522589656304,0.6218910986109156,-0.8122661726370736,-0.8431530216710644,0.787118016807339,-0.2181176182198295,-0.4807362240490802,0.08987106094793473,0.06782054855825223,-0.6641665137364667
LNP194,1,1,0,1.0,-0.21281006237402253,-0.08612015625557683,0.4337893853287937,0.6949886866331492,-0.1936199831457878,0.6376995542057259,-0.06529542524972297,0.4678274959046568,2.2211033603745336,-1.138886278803696,-1.1255885625915194,-0.539110463827074
LNP195,1,0,1,0.0,1.3777301679689549,1.413905632852821,-0.1710240885744126,-2.1047627128344892,1.4486581620157468,1.6204944538022867,-1.2777384652549066,1.9318220872792913,-0.19896967714574115,-0.6906216934160058,-0.6849242958945722,0.49578924919363804
LNP782,2,2,0,1.0,-0.6945832003474685,-0.9947262760964592,1.6501572789116823,-0.3092742228581774,-0.7030722257999406,-0.9615631055075615,0.5411417468000116,-0.5282821637051197,-0.47119281653062894,1.8627665897109427,1.9204859737078723,-0.6639426984698521
LNP854,2,1,1,0.5,-1.021599481751704,-0.9100420099117806,-0.23007770331756452,0.5119134810118132,-1.0265555225397298,-1.0106411300195888,1.32089812581626,-0.40476825161994073,-0.5607143699795487,-0.6700149548167378,-0.6158018523637726,-0.6635818545983084
LNP858,6,1,5,0.16666666666666666,1.3661621049128128,1.290824377009281,-1.7332293949381543,0.5852436694368247,1.2868557421067839,0.5571632491902028,-1.306123998918977,-1.2484815496390573,-0.5094902726695362,0.546885276377561,0.43800818858374024,2.0350122814380636
